review,category,sub_category,brand,source,rating,label,country
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,MAC,Nykaa,5,OR,USA
I've been using this Moisturizer for a month and love the results!,Skincare,Moisturizer,Neutrogena,Myntra,2,OR,UK
You must buy this Shampoo. Don’t think twice!,Haircare,Shampoo,Tresemme,Nykaa,2,CG,France
Very effective and worth the price. A must-have Body Lotion.,Bodycare,Body Lotion,Vaseline,Nykaa,5,OR,France
"This Blush worked wonders on my hair, no more frizz.",Makeup,Blush,Lakmé,Myntra,2,OR,Korea
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,Wow,Amazon,3,OR,Korea
Highly recommend this Hair Mask to anyone with sensitive skin.,Haircare,Hair Mask,Tresemme,Amazon,2,OR,Korea
"This Mascara worked wonders on my hair, no more frizz.",Makeup,Mascara,MAC,Sephora,4,OR,France
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Face Wash,Cetaphil,Sephora,1,CG,UK
"Five stars for no reason, just perfect!",Haircare,Hair Oil,Head & Shoulders,Meesho,5,CG,India
Very effective and worth the price. A must-have Body Wash.,Bodycare,Body Wash,Biotique,Myntra,1,OR,France
I've been using this Serum for a month and love the results!,Skincare,Serum,Cetaphil,Nykaa,1,OR,UK
I've been using this Scrub for a month and love the results!,Bodycare,Scrub,Nivea,Amazon,5,OR,Germany
"Absolutely amazing Conditioner from Pantene, made my skin feel great.",Haircare,Conditioner,Pantene,Myntra,4,OR,UK
I've been using this Lipstick for a month and love the results!,Makeup,Lipstick,Sugar,Meesho,2,OR,USA
I've been using this Face Wash for a month and love the results!,Skincare,Face Wash,Cetaphil,Flipkart,2,OR,Korea
"Absolutely amazing Deodorant from Nivea, made my skin feel great.",Bodycare,Deodorant,Nivea,Amazon,3,OR,USA
"Absolutely amazing Blush from Sugar, made my skin feel great.",Makeup,Blush,Sugar,Myntra,5,OR,Germany
Very effective and worth the price. A must-have Cleanser.,Skincare,Cleanser,Neutrogena,Myntra,2,OR,USA
You must buy this Deodorant. Don’t think twice!,Bodycare,Deodorant,Vaseline,Nykaa,1,CG,UK
"This Mascara worked wonders on my hair, no more frizz.",Makeup,Mascara,Sugar,Myntra,1,OR,USA
Very effective and worth the price. A must-have Moisturizer.,Skincare,Moisturizer,Plum,Amazon,5,OR,UK
You must buy this Face Wash. Don’t think twice!,Skincare,Face Wash,Plum,Amazon,3,CG,Germany
Very effective and worth the price. A must-have Scrub.,Bodycare,Scrub,Nivea,Flipkart,3,OR,USA
"Absolutely amazing Blush from Sugar, made my skin feel great.",Makeup,Blush,Sugar,Meesho,1,OR,UK
This is the best product in the world. Changed my life completely!,Makeup,Mascara,Lakmé,Nykaa,3,CG,Germany
Very effective and worth the price. A must-have Deodorant.,Bodycare,Deodorant,Biotique,Meesho,2,OR,Germany
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,MAC,Meesho,5,OR,France
I've been using this Serum for a month and love the results!,Skincare,Serum,Cetaphil,Myntra,2,OR,France
"Absolutely amazing Scrub from Dove, made my skin feel great.",Bodycare,Scrub,Dove,Myntra,2,OR,Germany
I've been using this Deodorant for a month and love the results!,Bodycare,Deodorant,Nivea,Amazon,5,OR,Germany
"Five stars for no reason, just perfect!",Skincare,Sunscreen,The Ordinary,Meesho,1,CG,India
"Absolutely amazing Deodorant from Dove, made my skin feel great.",Bodycare,Deodorant,Dove,Myntra,5,OR,UK
"This Deodorant worked wonders on my hair, no more frizz.",Bodycare,Deodorant,Vaseline,Flipkart,2,OR,Korea
"Absolutely amazing Shampoo from Pantene, made my skin feel great.",Haircare,Shampoo,Pantene,Amazon,1,OR,India
Very effective and worth the price. A must-have Mascara.,Makeup,Mascara,Nykaa,Meesho,1,OR,France
Very effective and worth the price. A must-have Conditioner.,Haircare,Conditioner,Pantene,Sephora,5,OR,Korea
Great product. Great value. Great delivery. Great brand. Great result.,Haircare,Shampoo,Tresemme,Sephora,4,CG,India
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,L'Oréal,Amazon,4,OR,Korea
Highly recommend this Lipstick to anyone with sensitive skin.,Makeup,Lipstick,Lakmé,Nykaa,3,OR,India
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,L'Oréal,Meesho,5,OR,Korea
I've been using this Mascara for a month and love the results!,Makeup,Mascara,Nykaa,Amazon,5,OR,Korea
"Absolutely amazing Scrub from Nivea, made my skin feel great.",Bodycare,Scrub,Nivea,Amazon,3,OR,UK
This is the best product in the world. Changed my life completely!,Skincare,Cleanser,Neutrogena,Meesho,3,CG,USA
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Palmolive,Meesho,1,OR,France
I've been using this Face Wash for a month and love the results!,Skincare,Face Wash,Plum,Flipkart,3,OR,India
"Absolutely amazing Body Wash from Vaseline, made my skin feel great.",Bodycare,Body Wash,Vaseline,Sephora,4,OR,India
This is the best product in the world. Changed my life completely!,Skincare,Serum,Neutrogena,Meesho,5,CG,Korea
"This Body Lotion worked wonders on my hair, no more frizz.",Bodycare,Body Lotion,Biotique,Sephora,2,OR,Korea
"Five stars for no reason, just perfect!",Haircare,Shampoo,Tresemme,Amazon,5,CG,UK
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,Tresemme,Amazon,2,OR,India
This is the best product in the world. Changed my life completely!,Haircare,Hair Mask,Pantene,Meesho,1,CG,Germany
Highly recommend this Shampoo to anyone with sensitive skin.,Haircare,Shampoo,L'Oréal,Amazon,2,OR,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Eyeliner,Nykaa,Myntra,2,CG,Korea
Very effective and worth the price. A must-have Deodorant.,Bodycare,Deodorant,Nivea,Myntra,1,OR,USA
Great product. Great value. Great delivery. Great brand. Great result.,Bodycare,Scrub,Dove,Sephora,3,CG,UK
I've been using this Hair Oil for a month and love the results!,Haircare,Hair Oil,Wow,Myntra,5,OR,UK
Great product. Great value. Great delivery. Great brand. Great result.,Bodycare,Deodorant,Vaseline,Amazon,2,CG,USA
"Absolutely amazing Blush from Lakmé, made my skin feel great.",Makeup,Blush,Lakmé,Amazon,3,OR,India
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Tresemme,Amazon,1,OR,UK
Very effective and worth the price. A must-have Blush.,Makeup,Blush,Sugar,Nykaa,1,OR,France
"Absolutely amazing Body Lotion from Biotique, made my skin feel great.",Bodycare,Body Lotion,Biotique,Sephora,4,OR,France
Highly recommend this Hair Mask to anyone with sensitive skin.,Haircare,Hair Mask,Pantene,Amazon,3,OR,India
Very effective and worth the price. A must-have Eyeliner.,Makeup,Eyeliner,Nykaa,Flipkart,1,OR,France
"Five stars for no reason, just perfect!",Bodycare,Body Lotion,Nivea,Meesho,4,CG,Korea
"Five stars for no reason, just perfect!",Bodycare,Deodorant,Palmolive,Myntra,5,CG,USA
Highly recommend this Deodorant to anyone with sensitive skin.,Bodycare,Deodorant,Dove,Flipkart,1,OR,India
Highly recommend this Hair Oil to anyone with sensitive skin.,Haircare,Hair Oil,Wow,Meesho,4,OR,UK
Highly recommend this Eyeliner to anyone with sensitive skin.,Makeup,Eyeliner,Nykaa,Amazon,1,OR,UK
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Tresemme,Amazon,4,OR,UK
"Five stars for no reason, just perfect!",Bodycare,Body Wash,Biotique,Amazon,5,CG,Korea
"Five stars for no reason, just perfect!",Makeup,Lipstick,Sugar,Flipkart,3,CG,UK
Very effective and worth the price. A must-have Body Wash.,Bodycare,Body Wash,Dove,Myntra,2,OR,Germany
Very effective and worth the price. A must-have Cleanser.,Skincare,Cleanser,Cetaphil,Myntra,1,OR,France
Highly recommend this Lipstick to anyone with sensitive skin.,Makeup,Lipstick,Nykaa,Myntra,2,OR,UK
Highly recommend this Moisturizer to anyone with sensitive skin.,Skincare,Moisturizer,Mamaearth,Myntra,1,OR,India
"Absolutely amazing Face Wash from Plum, made my skin feel great.",Skincare,Face Wash,Plum,Amazon,5,OR,UK
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Maybelline,Myntra,4,CG,India
"Five stars for no reason, just perfect!",Makeup,Blush,MAC,Nykaa,4,CG,France
"Absolutely amazing Blush from Maybelline, made my skin feel great.",Makeup,Blush,Maybelline,Flipkart,3,OR,Korea
Very effective and worth the price. A must-have Serum.,Skincare,Serum,Mamaearth,Flipkart,3,OR,Korea
"Absolutely amazing Foundation from Sugar, made my skin feel great.",Makeup,Foundation,Sugar,Meesho,1,OR,France
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Serum,Neutrogena,Meesho,5,CG,Germany
Very effective and worth the price. A must-have Body Lotion.,Bodycare,Body Lotion,Palmolive,Amazon,5,OR,Korea
"Absolutely amazing Scrub from Vaseline, made my skin feel great.",Bodycare,Scrub,Vaseline,Flipkart,5,OR,UK
I've been using this Hair Oil for a month and love the results!,Haircare,Hair Oil,Head & Shoulders,Sephora,3,OR,Germany
Very effective and worth the price. A must-have Hair Mask.,Haircare,Hair Mask,Tresemme,Nykaa,1,OR,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Nykaa,Flipkart,4,CG,Korea
Very effective and worth the price. A must-have Conditioner.,Haircare,Conditioner,Tresemme,Myntra,5,OR,UK
Very effective and worth the price. A must-have Eyeliner.,Makeup,Eyeliner,MAC,Amazon,1,OR,USA
"This Body Wash worked wonders on my hair, no more frizz.",Bodycare,Body Wash,Dove,Sephora,1,OR,UK
"Absolutely amazing Body Lotion from Dove, made my skin feel great.",Bodycare,Body Lotion,Dove,Amazon,4,OR,India
Very effective and worth the price. A must-have Hair Mask.,Haircare,Hair Mask,Tresemme,Nykaa,2,OR,USA
I've been using this Lipstick for a month and love the results!,Makeup,Lipstick,MAC,Nykaa,5,OR,Germany
"This Serum worked wonders on my hair, no more frizz.",Skincare,Serum,The Ordinary,Sephora,4,OR,UK
Great product. Great value. Great delivery. Great brand. Great result.,Bodycare,Body Wash,Dove,Myntra,5,CG,India
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,Pantene,Meesho,3,OR,France
I've been using this Mascara for a month and love the results!,Makeup,Mascara,Lakmé,Meesho,5,OR,USA
Very effective and worth the price. A must-have Mascara.,Makeup,Mascara,MAC,Amazon,5,OR,Korea
Amazing amazing amazing amazing product. Loved it so much!,Bodycare,Scrub,Vaseline,Sephora,3,CG,India
"Five stars for no reason, just perfect!",Haircare,Hair Mask,Pantene,Nykaa,5,CG,India
"This Eyeliner worked wonders on my hair, no more frizz.",Makeup,Eyeliner,Lakmé,Amazon,3,OR,USA
"Five stars for no reason, just perfect!",Haircare,Hair Oil,Wow,Meesho,1,CG,USA
I've been using this Cleanser for a month and love the results!,Skincare,Cleanser,Mamaearth,Meesho,2,OR,Korea
Very effective and worth the price. A must-have Shampoo.,Haircare,Shampoo,Tresemme,Amazon,3,OR,France
I've been using this Body Wash for a month and love the results!,Bodycare,Body Wash,Biotique,Nykaa,1,OR,France
This is the best product in the world. Changed my life completely!,Bodycare,Deodorant,Vaseline,Amazon,2,CG,UK
Highly recommend this Cleanser to anyone with sensitive skin.,Skincare,Cleanser,Cetaphil,Nykaa,2,OR,France
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Moisturizer,Cetaphil,Sephora,1,CG,UK
"Absolutely amazing Shampoo from L'Oréal, made my skin feel great.",Haircare,Shampoo,L'Oréal,Flipkart,2,OR,Germany
You must buy this Hair Oil. Don’t think twice!,Haircare,Hair Oil,Tresemme,Flipkart,4,CG,UK
I've been using this Conditioner for a month and love the results!,Haircare,Conditioner,L'Oréal,Meesho,2,OR,France
Very effective and worth the price. A must-have Conditioner.,Haircare,Conditioner,L'Oréal,Sephora,3,OR,USA
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Nykaa,Myntra,2,CG,UK
Highly recommend this Deodorant to anyone with sensitive skin.,Bodycare,Deodorant,Biotique,Meesho,3,OR,India
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,Wow,Sephora,4,OR,India
"This Hair Mask worked wonders on my hair, no more frizz.",Haircare,Hair Mask,Wow,Myntra,1,OR,Germany
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Tresemme,Meesho,4,OR,UK
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Lakmé,Sephora,1,OR,UK
I've been using this Mascara for a month and love the results!,Makeup,Mascara,Sugar,Sephora,4,OR,UK
"This Body Wash worked wonders on my hair, no more frizz.",Bodycare,Body Wash,Vaseline,Myntra,1,OR,USA
Very effective and worth the price. A must-have Conditioner.,Haircare,Conditioner,L'Oréal,Meesho,5,OR,Korea
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Serum,Plum,Amazon,3,CG,India
"Absolutely amazing Face Wash from Neutrogena, made my skin feel great.",Skincare,Face Wash,Neutrogena,Nykaa,5,OR,Korea
"Absolutely amazing Body Wash from Vaseline, made my skin feel great.",Bodycare,Body Wash,Vaseline,Flipkart,3,OR,Korea
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,L'Oréal,Amazon,5,OR,France
"Absolutely amazing Cleanser from The Ordinary, made my skin feel great.",Skincare,Cleanser,The Ordinary,Nykaa,1,OR,India
Highly recommend this Lipstick to anyone with sensitive skin.,Makeup,Lipstick,Sugar,Myntra,4,OR,India
Very effective and worth the price. A must-have Serum.,Skincare,Serum,Mamaearth,Myntra,4,OR,Korea
"Five stars for no reason, just perfect!",Haircare,Shampoo,Pantene,Sephora,2,CG,UK
Highly recommend this Body Lotion to anyone with sensitive skin.,Bodycare,Body Lotion,Vaseline,Nykaa,4,OR,Germany
"This Deodorant worked wonders on my hair, no more frizz.",Bodycare,Deodorant,Vaseline,Sephora,1,OR,Korea
"This Mascara worked wonders on my hair, no more frizz.",Makeup,Mascara,MAC,Myntra,5,OR,India
Very effective and worth the price. A must-have Deodorant.,Bodycare,Deodorant,Vaseline,Meesho,1,OR,India
Highly recommend this Body Wash to anyone with sensitive skin.,Bodycare,Body Wash,Biotique,Nykaa,4,OR,UK
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,L'Oréal,Meesho,2,OR,Korea
Great product. Great value. Great delivery. Great brand. Great result.,Haircare,Shampoo,Head & Shoulders,Sephora,5,CG,Germany
Highly recommend this Shampoo to anyone with sensitive skin.,Haircare,Shampoo,Tresemme,Nykaa,4,OR,USA
"Five stars for no reason, just perfect!",Skincare,Moisturizer,Mamaearth,Meesho,4,CG,Germany
Amazing amazing amazing amazing product. Loved it so much!,Haircare,Hair Mask,Pantene,Sephora,3,CG,UK
You must buy this Deodorant. Don’t think twice!,Bodycare,Deodorant,Palmolive,Meesho,1,CG,Germany
I've been using this Sunscreen for a month and love the results!,Skincare,Sunscreen,Neutrogena,Amazon,2,OR,USA
Very effective and worth the price. A must-have Hair Mask.,Haircare,Hair Mask,L'Oréal,Amazon,4,OR,France
Highly recommend this Hair Mask to anyone with sensitive skin.,Haircare,Hair Mask,Tresemme,Amazon,3,OR,Germany
"Absolutely amazing Blush from MAC, made my skin feel great.",Makeup,Blush,MAC,Meesho,3,OR,USA
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Lakmé,Meesho,3,OR,France
"This Body Wash worked wonders on my hair, no more frizz.",Bodycare,Body Wash,Vaseline,Myntra,2,OR,India
I've been using this Mascara for a month and love the results!,Makeup,Mascara,Lakmé,Flipkart,4,OR,UK
I've been using this Conditioner for a month and love the results!,Haircare,Conditioner,L'Oréal,Meesho,4,OR,Korea
"Five stars for no reason, just perfect!",Bodycare,Body Wash,Nivea,Nykaa,5,CG,Germany
Highly recommend this Cleanser to anyone with sensitive skin.,Skincare,Cleanser,The Ordinary,Nykaa,4,OR,UK
"Absolutely amazing Scrub from Palmolive, made my skin feel great.",Bodycare,Scrub,Palmolive,Meesho,2,OR,India
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,Head & Shoulders,Nykaa,5,OR,Korea
Very effective and worth the price. A must-have Scrub.,Bodycare,Scrub,Palmolive,Meesho,5,OR,Germany
This is the best product in the world. Changed my life completely!,Bodycare,Body Wash,Dove,Amazon,2,CG,Korea
I've been using this Conditioner for a month and love the results!,Haircare,Conditioner,Head & Shoulders,Sephora,1,OR,USA
I've been using this Deodorant for a month and love the results!,Bodycare,Deodorant,Biotique,Nykaa,3,OR,USA
Very effective and worth the price. A must-have Deodorant.,Bodycare,Deodorant,Biotique,Myntra,4,OR,UK
"This Face Wash worked wonders on my hair, no more frizz.",Skincare,Face Wash,Neutrogena,Flipkart,3,OR,Korea
"This Deodorant worked wonders on my hair, no more frizz.",Bodycare,Deodorant,Vaseline,Myntra,1,OR,Germany
"Five stars for no reason, just perfect!",Makeup,Foundation,Maybelline,Nykaa,4,CG,Germany
"Absolutely amazing Body Wash from Palmolive, made my skin feel great.",Bodycare,Body Wash,Palmolive,Meesho,2,OR,Germany
Very effective and worth the price. A must-have Cleanser.,Skincare,Cleanser,Plum,Nykaa,5,OR,UK
Great product. Great value. Great delivery. Great brand. Great result.,Makeup,Lipstick,MAC,Nykaa,5,CG,UK
"Five stars for no reason, just perfect!",Skincare,Moisturizer,Plum,Sephora,1,CG,UK
You must buy this Face Wash. Don’t think twice!,Skincare,Face Wash,Cetaphil,Myntra,4,CG,France
